"R: The R Project for Statistical Computing","https://www.r-project.org/","R is a free software environment for statistical computing and graphics. It compiles and runs on a wide variety of UNIX platforms, Windows and MacOS."
"The Comprehensive R Archive Network","https://cran.r-project.org/","Download and Install R. Precompiled binary distributions of the base system and contributed packages, Windows and Mac users most likely want one of these ..."
