yous - Wiktionary,https://en.wiktionary.org/wiki/yous,Yous(e) as a plural is found mainly in (Northern) England, Scotland, Ireland, 
Australia, New Zealand, South Africa, northern Nova Scotia, parts of Ontario in ..."
Yous | Definition of Yous at Dictionary.com,https://www.dictionary.com/browse/yous,the pronoun of the second person singular or plural, used of the person or 
persons being addressed, in the nominative or objective case: You are the 
highest ..."
